//ID,Type,Name,Level,Hp
F1250000,COS_GUILD_CH_SOLDIER5_021,Lightning Mercenary,21,2477
F2250000,COS_GUILD_CH_SOLDIER5_022,Lightning Mercenary,22,2627
F3250000,COS_GUILD_CH_SOLDIER5_023,Lightning Mercenary,23,2783
F4250000,COS_GUILD_CH_SOLDIER5_024,Lightning Mercenary,24,2944
F5250000,COS_GUILD_CH_SOLDIER5_025,Lightning Mercenary,25,3110
F6250000,COS_GUILD_CH_SOLDIER5_026,Lightning Mercenary,26,3281
F7250000,COS_GUILD_CH_SOLDIER5_027,Lightning Mercenary,27,3458
F8250000,COS_GUILD_CH_SOLDIER5_028,Lightning Mercenary,28,3641
F9250000,COS_GUILD_CH_SOLDIER5_029,Lightning Mercenary,29,3830
FA250000,COS_GUILD_CH_SOLDIER5_030,Lightning Mercenary,30,4025
FB250000,COS_GUILD_CH_SOLDIER5_031,Lightning Mercenary,31,4227
FC250000,COS_GUILD_CH_SOLDIER5_032,Lightning Mercenary,32,4434
FD250000,COS_GUILD_CH_SOLDIER5_033,Lightning Mercenary,33,4649
FE250000,COS_GUILD_CH_SOLDIER5_034,Lightning Mercenary,34,4870
FF250000,COS_GUILD_CH_SOLDIER5_035,Lightning Mercenary,35,5098
00260000,COS_GUILD_CH_SOLDIER5_036,Lightning Mercenary,36,5333
01260000,COS_GUILD_CH_SOLDIER5_037,Lightning Mercenary,37,5576
02260000,COS_GUILD_CH_SOLDIER5_038,Lightning Mercenary,38,5826
03260000,COS_GUILD_CH_SOLDIER5_039,Lightning Mercenary,39,6084
04260000,COS_GUILD_CH_SOLDIER5_040,Lightning Mercenary,40,6350
05260000,COS_GUILD_CH_SOLDIER5_041,Lightning Mercenary,41,6624
06260000,COS_GUILD_CH_SOLDIER5_042,Lightning Mercenary,42,6907
07260000,COS_GUILD_CH_SOLDIER5_043,Lightning Mercenary,43,7198
08260000,COS_GUILD_CH_SOLDIER5_044,Lightning Mercenary,44,7498
09260000,COS_GUILD_CH_SOLDIER5_045,Lightning Mercenary,45,7808
0A260000,COS_GUILD_CH_SOLDIER5_046,Lightning Mercenary,46,8126
0B260000,COS_GUILD_CH_SOLDIER5_047,Lightning Mercenary,47,8454
0C260000,COS_GUILD_CH_SOLDIER5_048,Lightning Mercenary,48,8793
0D260000,COS_GUILD_CH_SOLDIER5_049,Lightning Mercenary,49,9141
0E260000,COS_GUILD_CH_SOLDIER5_050,Lightning Mercenary,50,9500
0F260000,COS_GUILD_CH_SOLDIER5_051,Lightning Mercenary,51,9869
10260000,COS_GUILD_CH_SOLDIER5_052,Lightning Mercenary,52,10250
11260000,COS_GUILD_CH_SOLDIER5_053,Lightning Mercenary,53,10641
12260000,COS_GUILD_CH_SOLDIER5_054,Lightning Mercenary,54,11044
13260000,COS_GUILD_CH_SOLDIER5_055,Lightning Mercenary,55,11460
14260000,COS_GUILD_CH_SOLDIER5_056,Lightning Mercenary,56,11887
15260000,COS_GUILD_CH_SOLDIER5_057,Lightning Mercenary,57,12327
16260000,COS_GUILD_CH_SOLDIER5_058,Lightning Mercenary,58,12779
17260000,COS_GUILD_CH_SOLDIER5_059,Lightning Mercenary,59,13245
18260000,COS_GUILD_CH_SOLDIER5_060,Lightning Mercenary,60,13725
19260000,COS_GUILD_CH_SOLDIER5_061,Lightning Mercenary,61,14218
1A260000,COS_GUILD_CH_SOLDIER5_062,Lightning Mercenary,62,14725
1B260000,COS_GUILD_CH_SOLDIER5_063,Lightning Mercenary,63,15247
1C260000,COS_GUILD_CH_SOLDIER5_064,Lightning Mercenary,64,15784
1D260000,COS_GUILD_CH_SOLDIER5_065,Lightning Mercenary,65,16337
1E260000,COS_GUILD_CH_SOLDIER5_066,Lightning Mercenary,66,16905
1F260000,COS_GUILD_CH_SOLDIER5_067,Lightning Mercenary,67,17490
20260000,COS_GUILD_CH_SOLDIER5_068,Lightning Mercenary,68,18091
21260000,COS_GUILD_CH_SOLDIER5_069,Lightning Mercenary,69,18709
22260000,COS_GUILD_CH_SOLDIER5_070,Lightning Mercenary,70,19344
23260000,COS_GUILD_CH_SOLDIER5_071,Lightning Mercenary,71,19998
24260000,COS_GUILD_CH_SOLDIER5_072,Lightning Mercenary,72,20670
25260000,COS_GUILD_CH_SOLDIER5_073,Lightning Mercenary,73,21361
26260000,COS_GUILD_CH_SOLDIER5_074,Lightning Mercenary,74,22071
27260000,COS_GUILD_CH_SOLDIER5_075,Lightning Mercenary,75,22801
28260000,COS_GUILD_CH_SOLDIER5_076,Lightning Mercenary,76,23551
29260000,COS_GUILD_CH_SOLDIER5_077,Lightning Mercenary,77,24322
2A260000,COS_GUILD_CH_SOLDIER5_078,Lightning Mercenary,78,25115
2B260000,COS_GUILD_CH_SOLDIER5_079,Lightning Mercenary,79,25930
2C260000,COS_GUILD_CH_SOLDIER5_080,Lightning Mercenary,80,26767
2D260000,COS_GUILD_CH_SOLDIER5_081,Lightning Mercenary,81,27627
2E260000,COS_GUILD_CH_SOLDIER5_082,Lightning Mercenary,82,28512
2F260000,COS_GUILD_CH_SOLDIER5_083,Lightning Mercenary,83,29420
30260000,COS_GUILD_CH_SOLDIER5_084,Lightning Mercenary,84,30353
31260000,COS_GUILD_CH_SOLDIER5_085,Lightning Mercenary,85,31312
32260000,COS_GUILD_CH_SOLDIER5_086,Lightning Mercenary,86,32297
33260000,COS_GUILD_CH_SOLDIER5_087,Lightning Mercenary,87,33309
34260000,COS_GUILD_CH_SOLDIER5_088,Lightning Mercenary,88,34349
35260000,COS_GUILD_CH_SOLDIER5_089,Lightning Mercenary,89,35417
36260000,COS_GUILD_CH_SOLDIER5_090,Lightning Mercenary,90,36513
37260000,COS_GUILD_CH_SOLDIER5_091,Lightning Mercenary,91,37640
38260000,COS_GUILD_CH_SOLDIER5_092,Lightning Mercenary,92,38797
39260000,COS_GUILD_CH_SOLDIER5_093,Lightning Mercenary,93,39985
3A260000,COS_GUILD_CH_SOLDIER5_094,Lightning Mercenary,94,41205
3B260000,COS_GUILD_CH_SOLDIER5_095,Lightning Mercenary,95,42458
3C260000,COS_GUILD_CH_SOLDIER5_096,Lightning Mercenary,96,43745
3D260000,COS_GUILD_CH_SOLDIER5_097,Lightning Mercenary,97,45066
3E260000,COS_GUILD_CH_SOLDIER5_098,Lightning Mercenary,98,46422
3F260000,COS_GUILD_CH_SOLDIER5_099,Lightning Mercenary,99,47815
40260000,COS_GUILD_CH_SOLDIER5_100,Lightning Mercenary,100,49245
41260000,COS_GUILD_CH_SOLDIER5_101,Lightning Mercenary,101,50713
42260000,COS_GUILD_CH_SOLDIER5_102,Lightning Mercenary,102,52219
43260000,COS_GUILD_CH_SOLDIER5_103,Lightning Mercenary,103,53766
44260000,COS_GUILD_CH_SOLDIER5_104,Lightning Mercenary,104,55354
45260000,COS_GUILD_CH_SOLDIER5_105,Lightning Mercenary,105,56984
46260000,COS_GUILD_CH_SOLDIER5_106,Lightning Mercenary,106,58657
47260000,COS_GUILD_CH_SOLDIER5_107,Lightning Mercenary,107,60374
48260000,COS_GUILD_CH_SOLDIER5_108,Lightning Mercenary,108,62136
49260000,COS_GUILD_CH_SOLDIER5_109,Lightning Mercenary,109,63945
4A260000,COS_GUILD_CH_SOLDIER5_110,Lightning Mercenary,110,65801
4B260000,COS_GUILD_CH_SOLDIER5_111,Lightning Mercenary,111,67706
4C260000,COS_GUILD_CH_SOLDIER5_112,Lightning Mercenary,112,69660
4D260000,COS_GUILD_CH_SOLDIER5_113,Lightning Mercenary,113,71666
4E260000,COS_GUILD_CH_SOLDIER5_114,Lightning Mercenary,114,73724
4F260000,COS_GUILD_CH_SOLDIER5_115,Lightning Mercenary,115,75836
50260000,COS_GUILD_CH_SOLDIER5_116,Lightning Mercenary,116,78003
51260000,COS_GUILD_CH_SOLDIER5_117,Lightning Mercenary,117,80226
52260000,COS_GUILD_CH_SOLDIER5_118,Lightning Mercenary,118,82507
53260000,COS_GUILD_CH_SOLDIER5_119,Lightning Mercenary,119,84847
54260000,COS_GUILD_CH_SOLDIER5_120,Lightning Mercenary,120,87247
55260000,COS_GUILD_CH_SOLDIER5_121,Lightning Mercenary,121,89710
56260000,COS_GUILD_CH_SOLDIER5_122,Lightning Mercenary,122,92236
57260000,COS_GUILD_CH_SOLDIER5_123,Lightning Mercenary,123,94827
58260000,COS_GUILD_CH_SOLDIER5_124,Lightning Mercenary,124,97485
59260000,COS_GUILD_CH_SOLDIER5_125,Lightning Mercenary,125,100212
5A260000,COS_GUILD_CH_SOLDIER5_126,Lightning Mercenary,126,103009
5B260000,COS_GUILD_CH_SOLDIER5_127,Lightning Mercenary,127,105877
5C260000,COS_GUILD_CH_SOLDIER5_128,Lightning Mercenary,128,108819
5D260000,COS_GUILD_CH_SOLDIER5_129,Lightning Mercenary,129,111836
5E260000,COS_GUILD_CH_SOLDIER5_130,Lightning Mercenary,130,114931
5F260000,COS_GUILD_CH_SOLDIER5_131,Lightning Mercenary,131,118104
60260000,COS_GUILD_CH_SOLDIER5_132,Lightning Mercenary,132,121358
61260000,COS_GUILD_CH_SOLDIER5_133,Lightning Mercenary,133,124696
62260000,COS_GUILD_CH_SOLDIER5_134,Lightning Mercenary,134,128118
63260000,COS_GUILD_CH_SOLDIER5_135,Lightning Mercenary,135,131627
64260000,COS_GUILD_CH_SOLDIER5_136,Lightning Mercenary,136,135226
65260000,COS_GUILD_CH_SOLDIER5_137,Lightning Mercenary,137,138916
66260000,COS_GUILD_CH_SOLDIER5_138,Lightning Mercenary,138,142699
67260000,COS_GUILD_CH_SOLDIER5_139,Lightning Mercenary,139,146578
68260000,COS_GUILD_CH_SOLDIER5_140,Lightning Mercenary,140,150555
69260000,COS_GUILD_CH_SOLDIER6_001,Fire Mercenary,1,333
6A260000,COS_GUILD_CH_SOLDIER6_002,Fire Mercenary,2,408
6B260000,COS_GUILD_CH_SOLDIER6_003,Fire Mercenary,3,486
6C260000,COS_GUILD_CH_SOLDIER6_004,Fire Mercenary,4,566
6D260000,COS_GUILD_CH_SOLDIER6_005,Fire Mercenary,5,649
6E260000,COS_GUILD_CH_SOLDIER6_006,Fire Mercenary,6,736
6F260000,COS_GUILD_CH_SOLDIER6_007,Fire Mercenary,7,826
70260000,COS_GUILD_CH_SOLDIER6_008,Fire Mercenary,8,919
71260000,COS_GUILD_CH_SOLDIER6_009,Fire Mercenary,9,1015
72260000,COS_GUILD_CH_SOLDIER6_010,Fire Mercenary,10,1115
73260000,COS_GUILD_CH_SOLDIER6_011,Fire Mercenary,11,1219
74260000,COS_GUILD_CH_SOLDIER6_012,Fire Mercenary,12,1326
75260000,COS_GUILD_CH_SOLDIER6_013,Fire Mercenary,13,1437
76260000,COS_GUILD_CH_SOLDIER6_014,Fire Mercenary,14,1552
77260000,COS_GUILD_CH_SOLDIER6_015,Fire Mercenary,15,1671
78260000,COS_GUILD_CH_SOLDIER6_016,Fire Mercenary,16,1794
79260000,COS_GUILD_CH_SOLDIER6_017,Fire Mercenary,17,1922
7A260000,COS_GUILD_CH_SOLDIER6_018,Fire Mercenary,18,2054
7B260000,COS_GUILD_CH_SOLDIER6_019,Fire Mercenary,19,2190
7C260000,COS_GUILD_CH_SOLDIER6_020,Fire Mercenary,20,2331
7D260000,COS_GUILD_CH_SOLDIER6_021,Fire Mercenary,21,2477
7E260000,COS_GUILD_CH_SOLDIER6_022,Fire Mercenary,22,2627
7F260000,COS_GUILD_CH_SOLDIER6_023,Fire Mercenary,23,2783
80260000,COS_GUILD_CH_SOLDIER6_024,Fire Mercenary,24,2944
81260000,COS_GUILD_CH_SOLDIER6_025,Fire Mercenary,25,3110
82260000,COS_GUILD_CH_SOLDIER6_026,Fire Mercenary,26,3281
83260000,COS_GUILD_CH_SOLDIER6_027,Fire Mercenary,27,3458
84260000,COS_GUILD_CH_SOLDIER6_028,Fire Mercenary,28,3641
85260000,COS_GUILD_CH_SOLDIER6_029,Fire Mercenary,29,3830
86260000,COS_GUILD_CH_SOLDIER6_030,Fire Mercenary,30,4025
87260000,COS_GUILD_CH_SOLDIER6_031,Fire Mercenary,31,4227
88260000,COS_GUILD_CH_SOLDIER6_032,Fire Mercenary,32,4434
89260000,COS_GUILD_CH_SOLDIER6_033,Fire Mercenary,33,4649
8A260000,COS_GUILD_CH_SOLDIER6_034,Fire Mercenary,34,4870
8B260000,COS_GUILD_CH_SOLDIER6_035,Fire Mercenary,35,5098
8C260000,COS_GUILD_CH_SOLDIER6_036,Fire Mercenary,36,5333
8D260000,COS_GUILD_CH_SOLDIER6_037,Fire Mercenary,37,5576
8E260000,COS_GUILD_CH_SOLDIER6_038,Fire Mercenary,38,5826
8F260000,COS_GUILD_CH_SOLDIER6_039,Fire Mercenary,39,6084
90260000,COS_GUILD_CH_SOLDIER6_040,Fire Mercenary,40,6350
91260000,COS_GUILD_CH_SOLDIER6_041,Fire Mercenary,41,6624
92260000,COS_GUILD_CH_SOLDIER6_042,Fire Mercenary,42,6907
93260000,COS_GUILD_CH_SOLDIER6_043,Fire Mercenary,43,7198
94260000,COS_GUILD_CH_SOLDIER6_044,Fire Mercenary,44,7498
95260000,COS_GUILD_CH_SOLDIER6_045,Fire Mercenary,45,7808
96260000,COS_GUILD_CH_SOLDIER6_046,Fire Mercenary,46,8126
97260000,COS_GUILD_CH_SOLDIER6_047,Fire Mercenary,47,8454
98260000,COS_GUILD_CH_SOLDIER6_048,Fire Mercenary,48,8793
99260000,COS_GUILD_CH_SOLDIER6_049,Fire Mercenary,49,9141
9A260000,COS_GUILD_CH_SOLDIER6_050,Fire Mercenary,50,9500
9B260000,COS_GUILD_CH_SOLDIER6_051,Fire Mercenary,51,9869
9C260000,COS_GUILD_CH_SOLDIER6_052,Fire Mercenary,52,10250
9D260000,COS_GUILD_CH_SOLDIER6_053,Fire Mercenary,53,10641
9E260000,COS_GUILD_CH_SOLDIER6_054,Fire Mercenary,54,11044
9F260000,COS_GUILD_CH_SOLDIER6_055,Fire Mercenary,55,11460
A0260000,COS_GUILD_CH_SOLDIER6_056,Fire Mercenary,56,11887
A1260000,COS_GUILD_CH_SOLDIER6_057,Fire Mercenary,57,12327
A2260000,COS_GUILD_CH_SOLDIER6_058,Fire Mercenary,58,12779
A3260000,COS_GUILD_CH_SOLDIER6_059,Fire Mercenary,59,13245
A4260000,COS_GUILD_CH_SOLDIER6_060,Fire Mercenary,60,13725
A5260000,COS_GUILD_CH_SOLDIER6_061,Fire Mercenary,61,14218
A6260000,COS_GUILD_CH_SOLDIER6_062,Fire Mercenary,62,14725
A7260000,COS_GUILD_CH_SOLDIER6_063,Fire Mercenary,63,15247
A8260000,COS_GUILD_CH_SOLDIER6_064,Fire Mercenary,64,15784
A9260000,COS_GUILD_CH_SOLDIER6_065,Fire Mercenary,65,16337
AA260000,COS_GUILD_CH_SOLDIER6_066,Fire Mercenary,66,16905
AB260000,COS_GUILD_CH_SOLDIER6_067,Fire Mercenary,67,17490
AC260000,COS_GUILD_CH_SOLDIER6_068,Fire Mercenary,68,18091
AD260000,COS_GUILD_CH_SOLDIER6_069,Fire Mercenary,69,18709
AE260000,COS_GUILD_CH_SOLDIER6_070,Fire Mercenary,70,19344
AF260000,COS_GUILD_CH_SOLDIER6_071,Fire Mercenary,71,19998
B0260000,COS_GUILD_CH_SOLDIER6_072,Fire Mercenary,72,20670
B1260000,COS_GUILD_CH_SOLDIER6_073,Fire Mercenary,73,21361
B2260000,COS_GUILD_CH_SOLDIER6_074,Fire Mercenary,74,22071
B3260000,COS_GUILD_CH_SOLDIER6_075,Fire Mercenary,75,22801
B4260000,COS_GUILD_CH_SOLDIER6_076,Fire Mercenary,76,23551
B5260000,COS_GUILD_CH_SOLDIER6_077,Fire Mercenary,77,24322
B6260000,COS_GUILD_CH_SOLDIER6_078,Fire Mercenary,78,25115
B7260000,COS_GUILD_CH_SOLDIER6_079,Fire Mercenary,79,25930
B8260000,COS_GUILD_CH_SOLDIER6_080,Fire Mercenary,80,26767
B9260000,COS_GUILD_CH_SOLDIER6_081,Fire Mercenary,81,27627
BA260000,COS_GUILD_CH_SOLDIER6_082,Fire Mercenary,82,28512
BB260000,COS_GUILD_CH_SOLDIER6_083,Fire Mercenary,83,29420
BC260000,COS_GUILD_CH_SOLDIER6_084,Fire Mercenary,84,30353
BD260000,COS_GUILD_CH_SOLDIER6_085,Fire Mercenary,85,31312
BE260000,COS_GUILD_CH_SOLDIER6_086,Fire Mercenary,86,32297
BF260000,COS_GUILD_CH_SOLDIER6_087,Fire Mercenary,87,33309
C0260000,COS_GUILD_CH_SOLDIER6_088,Fire Mercenary,88,34349
C1260000,COS_GUILD_CH_SOLDIER6_089,Fire Mercenary,89,35417
C2260000,COS_GUILD_CH_SOLDIER6_090,Fire Mercenary,90,36513
C3260000,COS_GUILD_CH_SOLDIER6_091,Fire Mercenary,91,37640
C4260000,COS_GUILD_CH_SOLDIER6_092,Fire Mercenary,92,38797
C5260000,COS_GUILD_CH_SOLDIER6_093,Fire Mercenary,93,39985
C6260000,COS_GUILD_CH_SOLDIER6_094,Fire Mercenary,94,41205
C7260000,COS_GUILD_CH_SOLDIER6_095,Fire Mercenary,95,42458
C8260000,COS_GUILD_CH_SOLDIER6_096,Fire Mercenary,96,43745
C9260000,COS_GUILD_CH_SOLDIER6_097,Fire Mercenary,97,45066
CA260000,COS_GUILD_CH_SOLDIER6_098,Fire Mercenary,98,46422
CB260000,COS_GUILD_CH_SOLDIER6_099,Fire Mercenary,99,47815
CC260000,COS_GUILD_CH_SOLDIER6_100,Fire Mercenary,100,49245
CD260000,COS_GUILD_CH_SOLDIER6_101,Fire Mercenary,101,50713
CE260000,COS_GUILD_CH_SOLDIER6_102,Fire Mercenary,102,52219
CF260000,COS_GUILD_CH_SOLDIER6_103,Fire Mercenary,103,53766
D0260000,COS_GUILD_CH_SOLDIER6_104,Fire Mercenary,104,55354
D1260000,COS_GUILD_CH_SOLDIER6_105,Fire Mercenary,105,56984
D2260000,COS_GUILD_CH_SOLDIER6_106,Fire Mercenary,106,58657
D3260000,COS_GUILD_CH_SOLDIER6_107,Fire Mercenary,107,60374
D4260000,COS_GUILD_CH_SOLDIER6_108,Fire Mercenary,108,62136
D5260000,COS_GUILD_CH_SOLDIER6_109,Fire Mercenary,109,63945
D6260000,COS_GUILD_CH_SOLDIER6_110,Fire Mercenary,110,65801
D7260000,COS_GUILD_CH_SOLDIER6_111,Fire Mercenary,111,67706
D8260000,COS_GUILD_CH_SOLDIER6_112,Fire Mercenary,112,69660
D9260000,COS_GUILD_CH_SOLDIER6_113,Fire Mercenary,113,71666
DA260000,COS_GUILD_CH_SOLDIER6_114,Fire Mercenary,114,73724
DB260000,COS_GUILD_CH_SOLDIER6_115,Fire Mercenary,115,75836
DC260000,COS_GUILD_CH_SOLDIER6_116,Fire Mercenary,116,78003
DD260000,COS_GUILD_CH_SOLDIER6_117,Fire Mercenary,117,80226
DE260000,COS_GUILD_CH_SOLDIER6_118,Fire Mercenary,118,82507
DF260000,COS_GUILD_CH_SOLDIER6_119,Fire Mercenary,119,84847
E0260000,COS_GUILD_CH_SOLDIER6_120,Fire Mercenary,120,87247
E1260000,COS_GUILD_CH_SOLDIER6_121,Fire Mercenary,121,89710
E2260000,COS_GUILD_CH_SOLDIER6_122,Fire Mercenary,122,92236
E3260000,COS_GUILD_CH_SOLDIER6_123,Fire Mercenary,123,94827
E4260000,COS_GUILD_CH_SOLDIER6_124,Fire Mercenary,124,97485
E5260000,COS_GUILD_CH_SOLDIER6_125,Fire Mercenary,125,100212
E6260000,COS_GUILD_CH_SOLDIER6_126,Fire Mercenary,126,103009
E7260000,COS_GUILD_CH_SOLDIER6_127,Fire Mercenary,127,105877
E8260000,COS_GUILD_CH_SOLDIER6_128,Fire Mercenary,128,108819
E9260000,COS_GUILD_CH_SOLDIER6_129,Fire Mercenary,129,111836
EA260000,COS_GUILD_CH_SOLDIER6_130,Fire Mercenary,130,114931
EB260000,COS_GUILD_CH_SOLDIER6_131,Fire Mercenary,131,118104
EC260000,COS_GUILD_CH_SOLDIER6_132,Fire Mercenary,132,121358
ED260000,COS_GUILD_CH_SOLDIER6_133,Fire Mercenary,133,124696
EE260000,COS_GUILD_CH_SOLDIER6_134,Fire Mercenary,134,128118
EF260000,COS_GUILD_CH_SOLDIER6_135,Fire Mercenary,135,131627
F0260000,COS_GUILD_CH_SOLDIER6_136,Fire Mercenary,136,135226
F1260000,COS_GUILD_CH_SOLDIER6_137,Fire Mercenary,137,138916
F2260000,COS_GUILD_CH_SOLDIER6_138,Fire Mercenary,138,142699
F3260000,COS_GUILD_CH_SOLDIER6_139,Fire Mercenary,139,146578
F4260000,COS_GUILD_CH_SOLDIER6_140,Fire Mercenary,140,150555
F5260000,NPC_WC_GUILD,Guild Manager Ryukang,0,0
F6260000,NPC_KT_GUILD,Guild Manager Musai,0,0
F7260000,NPC_CA_GUILD,Guild Manager Hapsa,0,0
F8260000,NPC_CH_GACHA_MACHINE,Magic POP,0,0
F9260000,NPC_CH_GACHA_OPERATOR,Magic POP Guide Gori,0,0
15270000,MOB_RM_STRONG_WINGTRIBESPEAR_CLON,Strong Wing Tribe Chaser,85,512305
16270000,MOB_CH_STRONG_MANGNYANG,0,90,676983
17270000,COS_P_WOLF_WHITE_001,Wolf cub,1,360
18270000,COS_P_WOLF_WHITE_002,Wolf cub,2,441
19270000,COS_P_WOLF_WHITE_003,Wolf cub,3,524
1A270000,COS_P_WOLF_WHITE_004,Wolf cub,4,611
1B270000,COS_P_WOLF_WHITE_005,Wolf cub,5,701
1C270000,COS_P_WOLF_WHITE_006,Wolf cub,6,795
1D270000,COS_P_WOLF_WHITE_007,Wolf cub,7,892
1E270000,COS_P_WOLF_WHITE_008,Wolf cub,8,992
1F270000,COS_P_WOLF_WHITE_009,Wolf cub,9,1097
20270000,COS_P_WOLF_WHITE_010,Wolf cub,10,1205
21270000,COS_P_WOLF_WHITE_011,Wolf cub,11,1317
22270000,COS_P_WOLF_WHITE_012,Wolf cub,12,1432
23270000,COS_P_WOLF_WHITE_013,Wolf cub,13,1552
24270000,COS_P_WOLF_WHITE_014,Wolf cub,14,1677
25270000,COS_P_WOLF_WHITE_015,Wolf cub,15,1805
26270000,COS_P_WOLF_WHITE_016,Wolf cub,16,1938
27270000,COS_P_WOLF_WHITE_017,Wolf cub,17,2076
28270000,COS_P_WOLF_WHITE_018,Wolf cub,18,2218
29270000,COS_P_WOLF_WHITE_019,Wolf cub,19,2365
2A270000,COS_P_WOLF_WHITE_020,Wolf cub,20,2517
2B270000,COS_P_WOLF_WHITE_021,Wolf cub,21,2675
2C270000,COS_P_WOLF_WHITE_022,Wolf cub,22,2837
2D270000,COS_P_WOLF_WHITE_023,Wolf cub,23,3005
2E270000,COS_P_WOLF_WHITE_024,Wolf cub,24,3179
2F270000,COS_P_WOLF_WHITE_025,Wolf cub,25,3358
30270000,COS_P_WOLF_WHITE_026,Wolf cub,26,3544
31270000,COS_P_WOLF_WHITE_027,Wolf cub,27,3735
32270000,COS_P_WOLF_WHITE_028,Wolf cub,28,3933
33270000,COS_P_WOLF_WHITE_029,Wolf cub,29,4137
34270000,COS_P_WOLF_WHITE_030,Wolf cub,30,4347
35270000,COS_P_WOLF_WHITE_031,Wolf cub,31,4565
36270000,COS_P_WOLF_WHITE_032,Wolf cub,32,4789
37270000,COS_P_WOLF_WHITE_033,Wolf cub,33,5020
38270000,COS_P_WOLF_WHITE_034,Wolf cub,34,5259
39270000,COS_P_WOLF_WHITE_035,Wolf cub,35,5506
3A270000,COS_P_WOLF_WHITE_036,Wolf cub,36,5760
3B270000,COS_P_WOLF_WHITE_037,Wolf cub,37,6022
3C270000,COS_P_WOLF_WHITE_038,Wolf cub,38,6292
3D270000,COS_P_WOLF_WHITE_039,Wolf cub,39,6571
3E270000,COS_P_WOLF_WHITE_040,Young Wolf,40,6858
3F270000,COS_P_WOLF_WHITE_041,Young Wolf,41,7154
40270000,COS_P_WOLF_WHITE_042,Young Wolf,42,7459
41270000,COS_P_WOLF_WHITE_043,Young Wolf,43,7774
42270000,COS_P_WOLF_WHITE_044,Young Wolf,44,8098
43270000,COS_P_WOLF_WHITE_045,Young Wolf,45,8432
44270000,COS_P_WOLF_WHITE_046,Young Wolf,46,8776
45270000,COS_P_WOLF_WHITE_047,Young Wolf,47,9131
46270000,COS_P_WOLF_WHITE_048,Young Wolf,48,9496
47270000,COS_P_WOLF_WHITE_049,Young Wolf,49,9872
48270000,COS_P_WOLF_WHITE_050,Young Wolf,50,10260
49270000,COS_P_WOLF_WHITE_051,Young Wolf,51,10659
4A270000,COS_P_WOLF_WHITE_052,Young Wolf,52,11070
4B270000,COS_P_WOLF_WHITE_053,Young Wolf,53,11493
4C270000,COS_P_WOLF_WHITE_054,Young Wolf,54,11928
4D270000,COS_P_WOLF_WHITE_055,Young Wolf,55,12376
4E270000,COS_P_WOLF_WHITE_056,Young Wolf,56,12838
4F270000,COS_P_WOLF_WHITE_057,Young Wolf,57,13313
50270000,COS_P_WOLF_WHITE_058,Young Wolf,58,13802
51270000,COS_P_WOLF_WHITE_059,Young Wolf,59,14305
52270000,COS_P_WOLF_WHITE_060,Young Wolf,60,14823
53270000,COS_P_WOLF_WHITE_061,Young Wolf,61,15355
54270000,COS_P_WOLF_WHITE_062,Young Wolf,62,15903
55270000,COS_P_WOLF_WHITE_063,Young Wolf,63,16467
56270000,COS_P_WOLF_WHITE_064,Young Wolf,64,17047
57270000,COS_P_WOLF_WHITE_065,Young Wolf,65,17644
58270000,COS_P_WOLF_WHITE_066,Young Wolf,66,18258
59270000,COS_P_WOLF_WHITE_067,Young Wolf,67,18889
5A270000,COS_P_WOLF_WHITE_068,Young Wolf,68,19538
5B270000,COS_P_WOLF_WHITE_069,Young Wolf,69,20205
5C270000,COS_P_WOLF_WHITE_070,Young Wolf,70,20892
5D270000,COS_P_WOLF_WHITE_071,Young Wolf,71,21598
5E270000,COS_P_WOLF_WHITE_072,Young Wolf,72,22323
5F270000,COS_P_WOLF_WHITE_073,Young Wolf,73,23069
60270000,COS_P_WOLF_WHITE_074,Young Wolf,74,23836
61270000,COS_P_WOLF_WHITE_075,Young Wolf,75,24625
62270000,COS_P_WOLF_WHITE_076,Young Wolf,76,25435
63270000,COS_P_WOLF_WHITE_077,Young Wolf,77,26268
64270000,COS_P_WOLF_WHITE_078,Young Wolf,78,27124
65270000,COS_P_WOLF_WHITE_079,Young Wolf,79,28004
66270000,COS_P_WOLF_WHITE_080,Strong Wolf,80,28908
67270000,COS_P_WOLF_WHITE_081,Strong Wolf,81,29838
68270000,COS_P_WOLF_WHITE_082,Strong Wolf,82,30792
69270000,COS_P_WOLF_WHITE_083,Strong Wolf,83,31774
6A270000,COS_P_WOLF_WHITE_084,Strong Wolf,84,32782
6B270000,COS_P_WOLF_WHITE_085,Strong Wolf,85,33817
6C270000,COS_P_WOLF_WHITE_086,Strong Wolf,86,34881
6D270000,COS_P_WOLF_WHITE_087,Strong Wolf,87,35974
6E270000,COS_P_WOLF_WHITE_088,Strong Wolf,88,37097
6F270000,COS_P_WOLF_WHITE_089,Strong Wolf,89,38250
70270000,COS_P_WOLF_WHITE_090,Strong Wolf,90,39434
71270000,COS_P_WOLF_WHITE_091,Strong Wolf,91,40651
72270000,COS_P_WOLF_WHITE_092,Strong Wolf,92,41901
73270000,COS_P_WOLF_WHITE_093,Strong Wolf,93,43184
74270000,COS_P_WOLF_WHITE_094,Strong Wolf,94,44501
75270000,COS_P_WOLF_WHITE_095,Strong Wolf,95,45855
76270000,COS_P_WOLF_WHITE_096,Strong Wolf,96,47244
77270000,COS_P_WOLF_WHITE_097,Strong Wolf,97,48671
78270000,COS_P_WOLF_WHITE_098,Strong Wolf,98,50136
79270000,COS_P_WOLF_WHITE_099,Strong Wolf,99,51640
