//ID,Type,Name,Level,Stack,Durability
B11B0000,ITEM_ETC_ARCHEMY_POTIONTABLET_SPEED_05,Sapphire tablet of wind,0,20,0
B21B0000,ITEM_ETC_ARCHEMY_POTIONTABLET_SPEED_08,Sapphire tablet of gales,0,20,0
B31B0000,ITEM_ETC_ARCHEMY_POTIONTABLET_SPEED_11,Sapphire tablet of typoon,0,20,0
B91B0000,ITEM_ETC_ARCHEMY_POTION_SPEED_02,Drug of breeze,0,10,0
BA1B0000,ITEM_ETC_ARCHEMY_POTION_SPEED_05,Drug of wind,0,10,0
BB1B0000,ITEM_ETC_ARCHEMY_POTION_SPEED_08,Drug of gales,0,10,0
BC1B0000,ITEM_ETC_ARCHEMY_POTION_SPEED_11,Drug of typoon,0,10,0
BD1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_MANGNYANG1,Straw,1,250,0
BE1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_MANGNYANG2,Broken cleaver,1,250,0
BF1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_MANGNYANG3,Sassi charm,1,250,0
C01B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST_CLON1,Thin tendon,2,250,0
C11B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST_CLON2,Decayed tooth,2,250,0
C21B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST_CLON3,Small eye stone,2,250,0
C31B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST1,Thick tendon,3,250,0
C41B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST2,Decayed dogtooth,3,250,0
C51B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BIGEYEGHOST3,Big eye stone,3,250,0
C61B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO_CLON1,Old scythe,4,250,0
C71B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO_CLON2,Old cloth,4,250,0
C81B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO_CLON3,Brown hair,4,250,0
C91B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO1,Weasel scythe,5,250,0
CA1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO2,Red cloth,5,250,0
CB1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_GYO3,Grey hair,5,250,0
CC1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST_CLON1,Slave gourd bottle,6,250,0
CD1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST_CLON2,Broken turtleback,6,250,0
CE1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST_CLON3,Raw fish bone,6,250,0
CF1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST1,Round gourd bottle,7,250,0
D01B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST2,Turtleback,7,250,0
D11B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WATERGHOST3,Waterghost poison,7,250,0
D21B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST_CLON1,Broken stone piece,8,250,0
D31B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST_CLON2,Blue belt,8,250,0
D41B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST_CLON3,Magi stone,8,250,0
D81B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST1,Metal drop,9,250,0
D91B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST2,Red belt,9,250,0
DA1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_STONEGHOST3,Specter stone,9,250,0
DB1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TOMBSTONE1,Tomb soil,9,250,0
DC1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TOMBSTONE2,Spirit stone,9,250,0
DD1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TOMBSTONE3,Float stone,9,250,0
DE1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA_CLON1,Decayed bark,10,250,0
DF1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA_CLON2,Old straw rope,10,250,0
E01B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA_CLON3,Rotted bone piece,10,250,0
E11B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA1,Fallen blood water,10,250,0
E21B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA2,Bark,10,250,0
E31B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_YEOHA3,Snapped straw rope,10,250,0
E41B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT_CLON1,Broken knife blade,11,250,0
E51B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT_CLON2,Fox skin piece,11,250,0
E61B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT_CLON3,Snapped necklace,11,250,0
E71B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER1,Broken arrow,12,250,0
E81B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER2,Cheap ring,12,250,0
E91B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER3,Stolen earring,12,250,0
EA1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER_CLON1,Tiger toe nail,13,250,0
EB1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER_CLON2,Tiger dogtooth,13,250,0
EC1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER_CLON3,Tiger beard,13,250,0
ED1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER1,Tiger tooth,14,250,0
EE1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER2,Tiger hair,14,250,0
EF1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGER3,Tiger foot,14,250,0
F01B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER_CLON1,Cracked arrow,15,250,0
F11B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER_CLON2,Stolen ring,15,250,0
F21B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDITARCHER_CLON3,Cheap necklace,15,250,0
F31B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT1,Broken knife,16,250,0
F41B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT2,Fur piece,16,250,0
F51B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_BANDIT3,Dirty necklace,16,250,0
F61B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER_CLON1,Black fur,17,250,0
F71B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER_CLON2,Tiger bone piece,17,250,0
F81B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER_CLON3,Tiger black hair,17,250,0
F91B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER1,Sharp toe nail,18,250,0
FA1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER2,Sharp dogtooth,18,250,0
FB1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_WHITETIGER3,White fur,18,250,0
FC1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI_CLON1,Broken spear,19,250,0
FD1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI_CLON2,Lizard tail,19,250,0
FE1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI_CLON3,Fish bone,19,250,0
FF1B0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI1,Cracked spear,20,250,0
001C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI2,Lizard skin,20,250,0
011C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_CHAKJI3,Chakji fin,20,250,0
021C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGERWOMAN1,Broken staff,20,250,0
031C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGERWOMAN2,Tiger girl necklace,20,250,0
041C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGERWOMAN3,Soft tiger hair,20,250,0
051C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGERWOMAN4,Tiger blood,20,250,0
061C0000,ITEM_ETC_ARCHEMY_MATERIAL_CH_TIGERWOMAN5,Moonlight energy,20,250,0
071C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GHOSTBUG1,Insect wing,21,250,0
081C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GHOSTBUG2,Insect shell,21,250,0
091C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GHOSTBUG3,Insect leg,21,250,0
0A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEVILBUG1,Soft wing,22,250,0
0B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEVILBUG2,Insect tooth,22,250,0
0C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEVILBUG3,Devil bug gastric juice,22,250,0
0D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO1,Broken blade,23,250,0
0E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO2,Old leather cloth,23,250,0
0F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO3,Hyungno curse stone,23,250,0
101C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO_CLON1,Hyungno sword,24,250,0
111C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO_CLON2,Wornout leather cloth,24,250,0
121C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYUNGNO_CLON3,Hyungno helmet,24,250,0
131C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE1,Curse charm,25,250,0
141C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE2,Demonhorse mane,25,250,0
151C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE3,Demonhorse curse stone,25,250,0
161C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE_CLON1,Desire charm,26,250,0
171C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE_CLON2,Clone Horse hoof,26,250,0
181C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_DEMONHORSE_CLON3,Clone Horse curse stone,26,250,0
191C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST_CLON1,Gunpowder,27,250,0
1A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST_CLON2,Unknown bone piece,27,250,0
1B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST_CLON3,Smelly bandage,27,250,0
1C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST1,Earth ghost knife,27,250,0
1D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST2,Animal skull,27,250,0
1E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST3,Potato,27,250,0
1F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST_CLON1,Earth ghost clone knife,28,250,0
201C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST_CLON2,Dirty bandage,28,250,0
211C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHGHOST_CLON3,Sweet potato,28,250,0
221C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST1,Gunpowder,28,250,0
231C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST2,Dirty pants,28,250,0
241C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_GUNPOWDERGHOST3,Acorn,28,250,0
251C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON_CLON1,Guard stone,29,250,0
261C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON_CLON2,Stone hammer,29,250,0
271C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON_CLON3,Loyalty stone,29,250,0
281C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING1,Torn charm,30,250,0
291C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING2,Float charm,30,250,0
2A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING3,Skull necklace,30,250,0
2B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING_CLON1,White eyebrow,30,250,0
2C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING_CLON2,Earth ghost necklace,30,250,0
2D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_EARTHKING_CLON3,Flame charm,30,250,0
2E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON1,Curse stone piece,30,250,0
2F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON2,Immortal concentration,30,250,0
301C0000,ITEM_ETC_ARCHEMY_MATERIAL_WC_HYEONGCHEON3,Stone heart,30,250,0
311C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION_CLON1,Black shell,31,250,0
321C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION_CLON2,Sand lump,31,250,0
331C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION_CLON3,Scorpion tail,31,250,0
341C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION1,Scorpion leg,32,250,0
351C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION2,Scorpion poison,32,250,0
361C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_SCORPION3,Scorpion claw,32,250,0
371C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ_CLON21,Spirit branch,33,250,0
381C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ_CLON22,Spirit leaf,33,250,0
391C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ_CLON23,Zombie blood,33,250,0
3A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG_CLON1,Strong insect shell,33,250,0
3B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG_CLON2,Bee poison needle,33,250,0
3C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG_CLON3,Red tentacle,33,250,0
3D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ1,Old leaf,34,250,0
3E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ2,Toxic blood,34,250,0
3F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_DESERTTRUNKZ3,Spirit root,34,250,0
401C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG1,Bee wing,34,250,0
411C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG2,Broken tentacle,34,250,0
421C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_ONG3,Bee honey,34,250,0
431C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER_CLON1,Stolen nephrite,35,250,0
441C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER_CLON2,Dirty bandana,35,250,0
451C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER_CLON3,Black robber blade,35,250,0
461C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER1,Dirty shoe,35,250,0
471C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER2,Stolen agate,35,250,0
481C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER3,Black robber arrow,35,250,0
491C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA_CLON1,Snake dogtooth,36,250,0
4A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA_CLON2,Black scale,36,250,0
4B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA_CLON3,Snake trinket,36,250,0
4C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER_CLON1,Broken black arrow,36,250,0
4D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER_CLON2,Broken black robber bow,36,250,0
4E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBERARCHER_CLON3,Stolen crystal,36,250,0
4F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA1,Yeowa dogtooth,37,250,0
501C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA2,Red scale,37,250,0
511C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_YEOWA3,Red hairband,37,250,0
521C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER1,Black robber mask,38,250,0
531C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER2,Stolen great stone,38,250,0
541C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_BLACKROBBER3,Black robber voucher,38,250,0
551C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION_CLON1,Scorpion small shell,39,250,0
561C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION_CLON2,Soft sand,39,250,0
571C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION_CLON3,Scorpion hind leg ,39,250,0
581C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION1,Scorpion red shell,40,250,0
591C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION2,Red scorpion poison,40,250,0
5A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDSCORPION3,Scorpion poison needle,40,250,0
5B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST1,Fire leather,41,250,0
5C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST2,Flame toenail,41,250,0
5D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST3,Flame heart,41,250,0
5E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST_CLON1,Abyss eye,42,250,0
5F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST_CLON2,Poison heart,42,250,0
601C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_REDEYEGHOST_CLON3,Wrath toenail,42,250,0
611C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_URUCHI1,Uruchi bandage,40,250,0
621C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_URUCHI2,Uruchi hook,40,250,0
631C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_URUCHI3,Broken flag,40,250,0
641C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_URUCHI4,Dragon leather,40,250,0
651C0000,ITEM_ETC_ARCHEMY_MATERIAL_OA_URUCHI5,Dragon toenail,40,250,0
661C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_ONG_CLON21,Evil bee needle,43,250,0
671C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_ONG_CLON22,Wind wing,43,250,0
681C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_ONG_CLON23,Bee leg,43,250,0
691C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG_CLON1,Monkey fingernail,44,250,0
6A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG_CLON2,Banana,44,250,0
6B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG_CLON3,Sharp rock,44,250,0
6C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG1,Monkey toenail,45,250,0
6D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG2,Monkey red fur,45,250,0
6E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_BUNWANG3,Broken nephrite,45,250,0
6F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_DESERTTRUNKZ_CLON1,Spirit tear,46,250,0
701C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_DESERTTRUNKZ_CLON2,Broken leaf,46,250,0
711C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_DESERTTRUNKZ_CLON3,Plant tooth,46,250,0
721C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER_CLON1,Gold spider leather,47,250,0
731C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER_CLON2,Spider tooth,47,250,0
741C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER_CLON3,Gold spider web,47,250,0
751C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER1,Spider leather,48,250,0
761C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER2,Poison blood,48,250,0
771C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_WHITESPIDER3,Broken spider leg,48,250,0
781C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI1,Mujigi horn,49,250,0
791C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI2,Soft black fur,49,250,0
7A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI3,Monkey trinket,49,250,0
7B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI_CLON1,Dirty hairband,50,250,0
7C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI_CLON2,Monkey bracelet,50,250,0
7D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KT_MUJIGI_CLON3,Big banana,50,250,0
7E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE1,Fairy hair,51,250,0
7F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE2,Frozen branch,51,250,0
801C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE3,Cool heart,51,250,0
811C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE_CLON1,Fairty tear,52,250,0
821C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE_CLON2,Ice piece,52,250,0
831C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISHADE_CLON3,Fairy heart,52,250,0
841C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER_CLON1,Blue spider leather,52,250,0
851C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER_CLON2,Spider red eye,52,250,0
861C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER_CLON3,Spider toenail,52,250,0
871C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER1,Cold spider leather,53,250,0
881C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER2,Cold blood,53,250,0
891C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_SPIDER3,Cold spider web,53,250,0
8A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_F1,Ice knife piece,54,250,0
8B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_F2,Ice guard trinket,54,250,0
8C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_F3,Ice shoe,54,250,0
8D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_W1,Broken ice shield,55,250,0
8E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_W2,Life sap,55,250,0
8F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PENON_W3,Ice armor piece,55,250,0
901C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR1,Cold float stone,56,250,0
911C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR2,Ice fingernail,56,250,0
921C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR3,Ice necklace,56,250,0
931C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER_CLON1,Big spider dogtooth,57,250,0
941C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER_CLON2,Big spider blood,57,250,0
951C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER_CLON3,Big spider leather,57,250,0
961C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR_CLON1,Sona necklace,57,250,0
971C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR_CLON2,Cold specter stone,57,250,0
981C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_PLANAR_CLON3,Gold belt piece,57,250,0
991C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER1,White spider leather,58,250,0
9A1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER2,Big spider toenail,58,250,0
9B1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_GWHITESPIDER3,Big spider red eye,58,250,0
9C1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI1,White ivory,59,250,0
9D1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI2,Broken bat,59,250,0
9E1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI3,Elephant bone piece,59,250,0
9F1C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI_CLON1,Bloody ivory,60,250,0
A01C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI_CLON2,Thick leather,60,250,0
A11C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_YETI_CLON3,Elephant blue fur,60,250,0
A21C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISYUTARU1,Isyutaru staff,60,250,0
A31C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISYUTARU2,Isyutaru tear,60,250,0
A41C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISYUTARU3,Winter wing,60,250,0
A51C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISYUTARU4,Fabulous necklace,60,250,0
A61C0000,ITEM_ETC_ARCHEMY_MATERIAL_KK_ISYUTARU5,Ice horn piece,60,250,0
A71C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST_CLON1,Torn wing,61,250,0
A81C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST_CLON2,Sharp leg,61,250,0
A91C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST_CLON3,Very strong shell,61,250,0
AA1C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST1,Strong black shell,62,250,0
AB1C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST2,Insect body fluid,62,250,0
AC1C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_BUGGHOST3,Sharp front leg,62,250,0
AD1C0000,ITEM_ETC_ARCHEMY_MATERIAL_DH_WORKEARTHGHOST_CLON1,Broken pick,63,250,0
